,Rk,Player,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
209,202,Semih Kılıçsoy,FW,tr Türkiye,18-330,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
210,203,Joshua Kimmich,DF,de Germany,29-153,1995,5.3,409,369,38,4,2,0,24,34,0,0,0,0,363,2,4,Matches
211,204,Otar Kiteishvili,MF,ge Georgia,28-106,1996,1.4,53,50,3,3,0,0,0,0,0,0,0,0,45,0,0,Matches
212,205,Jakub Kiwior,DF,pl Poland,24-146,2000,3.0,153,124,29,5,0,0,2,24,0,0,0,0,127,0,7,Matches
213,206,László Kleinheisler,MF,hu Hungary,30-093,1994,0.6,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,Matches
214,207,Giorgi Kochorashvili,MF,ge Georgia,25-011,1999,4.0,176,171,5,5,0,1,1,0,0,0,0,0,159,0,1,Matches
215,208,Orkun Kökçü,MF,tr Türkiye,23-194,2000,2.5,123,119,3,3,1,2,3,0,0,0,0,0,94,1,2,Matches
216,209,Randal Kolo Muani,FW,fr France,25-218,1998,2.2,38,36,2,0,0,1,0,0,0,0,0,0,27,0,2,Matches
217,210,Yukhym Konoplia,DF,ua Ukraine,24-319,1999,0.8,42,36,6,0,0,1,2,6,0,0,0,0,32,0,2,Matches
218,211,Ezri Konsa,DF,eng England,26-261,1997,1.0,50,49,1,1,0,0,0,0,0,0,0,0,48,0,0,Matches
219,212,Filip Kostić,DF,rs Serbia,31-252,1992,0.5,15,11,4,0,0,0,3,4,0,0,0,0,8,0,0,Matches
220,213,Jules Koundé,DF,fr France,25-241,1998,6.3,392,325,66,8,1,2,22,58,0,0,0,0,332,1,6,Matches
221,214,Mateo Kovačić,MF,hr Croatia,30-065,1994,2.5,168,166,2,2,1,0,0,0,0,0,0,0,156,0,2,Matches
222,215,Matej Kovar,GK,cz Czechia,24-054,2000,0.4,18,16,2,0,0,0,0,0,0,0,0,0,9,0,0,Matches
223,216,Andrej Kramarić,FW,hr Croatia,33-021,1991,2.7,89,84,5,0,2,1,7,1,0,0,0,0,71,0,2,Matches
224,217,Ladislav Krejčí,DF,cz Czechia,25-081,1999,3.0,143,128,15,6,0,2,2,6,0,0,0,0,122,0,0,Matches
225,218,Toni Kroos,MF,de Germany,34-188,1990,5.2,551,480,69,36,2,7,35,0,33,10,15,3,498,2,2,Matches
226,219,Jan Kuchta,FW,cz Czechia,27-184,1997,1.1,15,14,1,0,0,0,0,0,0,0,0,0,11,0,0,Matches
227,220,Juraj Kucka,MF,sk Slovakia,37-135,1987,3.9,123,123,0,0,1,0,3,0,0,0,0,0,93,0,2,Matches
228,221,Jasmin Kurtić,FW,si Slovenia,35-182,1989,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
229,222,Khvicha Kvaratskhelia,FW,ge Georgia,23-149,2001,3.8,86,69,17,4,0,0,15,2,8,8,0,0,68,0,0,Matches
230,223,Nika Kvekveskiri,MF,ge Georgia,32-042,1992,0.1,15,15,0,0,0,0,0,0,0,0,0,0,13,0,0,Matches
231,224,Giorgi Kvilitaia,FW,ge Georgia,30-283,1993,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
232,225,Solomon Kvirkvelia,DF,ge Georgia,32-155,1992,2.0,61,58,3,3,0,3,0,0,0,0,0,0,52,0,1,Matches
234,226,Qazim Laçi,"MF,FW",al Albania,28-173,1996,1.8,52,50,2,0,0,0,4,0,0,0,0,0,36,0,3,Matches
235,227,Konrad Laimer,"MF,FW",at Austria,27-044,1997,3.0,126,119,6,2,0,0,2,1,0,0,0,0,107,1,6,Matches
236,228,Ádám Lang,DF,hu Hungary,31-175,1993,0.5,19,13,6,0,0,0,0,6,0,0,0,0,13,0,2,Matches
237,229,Aymeric Laporte,DF,es Spain,30-044,1994,4.8,402,382,19,13,0,5,2,0,0,0,0,0,369,1,3,Matches
238,230,Robin Le Normand,DF,es Spain,27-242,1996,4.0,260,260,0,0,0,1,0,0,0,0,0,0,240,0,0,Matches
239,231,Rafael Leão,FW,pt Portugal,25-030,1999,3.2,112,111,1,0,0,0,15,1,0,0,0,0,85,0,6,Matches
240,232,Robert Lewandowski,FW,pl Poland,35-324,1988,1.3,23,23,0,0,0,1,0,0,0,0,0,0,19,0,0,Matches
241,233,Philipp Lienhart,DF,at Austria,27-365,1996,2.4,125,116,9,2,0,1,0,2,0,0,0,0,113,0,0,Matches
242,234,Ondřej Lingr,"MF,FW",cz Czechia,25-277,1998,0.9,27,23,4,1,0,0,1,1,1,0,0,0,21,0,2,Matches
243,235,Dominik Livaković,GK,hr Croatia,29-183,1995,3.0,93,71,22,5,0,0,0,0,0,0,0,0,69,0,0,Matches
244,236,Stanislav Lobotka,MF,sk Slovakia,29-228,1994,4.3,243,240,2,2,0,1,0,0,0,0,0,0,228,1,0,Matches
245,237,Saba Lobzhanidze,FW,ge Georgia,29-205,1994,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Matches
246,238,Luka Lochoshvili,"DF,MF",ge Georgia,26-042,1998,1.9,57,45,12,2,0,0,4,10,0,0,0,0,41,0,1,Matches
247,239,Fermin López,MF,es Spain,21-060,2003,0.3,10,9,0,0,0,0,0,0,0,0,0,0,8,1,0,Matches
248,240,Romelu Lukaku,FW,be Belgium,31-058,1993,4.0,57,54,2,0,1,0,0,0,0,0,0,0,38,1,1,Matches
249,241,Dodi Lukebakio,"FW,DF",be Belgium,26-290,1997,0.7,30,27,3,1,0,0,1,1,1,1,0,0,24,0,1,Matches
250,242,Saša Lukić,MF,rs Serbia,27-332,1996,2.3,150,146,4,4,0,0,1,0,0,0,0,0,142,0,0,Matches
251,243,Andriy Lunin,GK,ua Ukraine,25-150,1999,1.0,24,20,4,0,0,0,0,0,0,0,0,0,23,0,0,Matches
252,244,Mike Maignan,GK,fr France,29-007,1995,6.3,167,131,34,9,0,0,0,0,0,0,0,0,136,2,0,Matches
253,245,Kobbie Mainoo,MF,eng England,19-082,2005,2.3,142,137,4,1,0,0,3,0,0,0,0,0,134,1,1,Matches
254,246,Lovro Majer,"FW,MF",hr Croatia,26-175,1998,1.6,101,97,4,2,0,1,4,1,1,0,0,0,92,0,4,Matches
255,247,Donyell Malen,FW,nl Netherlands,25-183,1999,1.6,52,49,2,2,0,0,8,0,0,0,0,0,38,1,4,Matches
256,248,Ruslan Malinovskyi,MF,ua Ukraine,31-067,1993,0.4,28,25,3,0,0,1,3,0,3,3,0,0,24,0,0,Matches
257,249,Giorgi Mamardashvili,GK,ge Georgia,23-285,2000,4.0,124,61,63,19,0,0,0,0,0,0,0,0,66,0,0,Matches
258,250,Dennis Man,MF,ro Romania,25-319,1998,3.0,83,76,7,0,1,1,8,0,7,2,0,0,51,0,7,Matches
260,251,Rey Manaj,FW,al Albania,27-137,1997,1.7,28,25,3,0,0,0,0,0,0,0,0,0,17,0,2,Matches
261,252,Gianluca Mancini,DF,it Italy,28-084,1996,1.0,66,65,1,0,0,0,0,0,0,0,0,0,60,0,0,Matches
262,253,Orel Mangala,MF,be Belgium,26-114,1998,1.5,70,69,1,1,0,0,0,0,0,0,0,0,68,0,1,Matches
263,254,Marius Marin,MF,ro Romania,25-315,1998,3.4,99,99,0,0,0,0,1,0,0,0,0,0,80,0,0,Matches
264,255,Răzvan Marin,MF,ro Romania,28-048,1996,3.9,109,104,5,3,2,1,5,0,1,0,1,0,86,0,1,Matches
265,256,Ádám Martin,"FW,DF",hu Hungary,29-247,1994,0.5,17,16,1,0,0,0,1,0,0,0,0,0,10,0,1,Matches
266,257,Mykola Matviyenko,DF,ua Ukraine,28-069,1996,3.0,231,221,8,4,1,1,1,3,0,0,0,0,212,2,1,Matches
267,258,Kylian Mbappé,FW,fr France,25-203,1998,5.2,182,174,7,1,0,5,7,2,2,1,1,0,158,1,4,Matches
268,259,John McGinn,"MF,FW",sct Scotland,29-266,1994,2.6,45,44,1,0,0,0,4,0,0,0,0,0,28,0,4,Matches
269,260,Callum McGregor,MF,sct Scotland,31-026,1993,2.7,119,115,4,2,0,0,1,0,0,0,0,0,108,0,3,Matches
270,261,Scott McKenna,DF,sct Scotland,27-241,1996,1.5,93,80,12,1,0,1,1,8,0,0,0,0,75,1,3,Matches
271,262,Kenny McLean,MF,sct Scotland,32-184,1992,0.5,26,25,1,1,0,0,0,0,0,0,0,0,19,0,0,Matches
272,263,Scott McTominay,MF,sct Scotland,27-215,1996,3.0,62,52,10,4,1,0,9,1,5,4,1,0,42,0,2,Matches
273,264,Anzor Mekvabishvili,MF,ge Georgia,23-035,2001,2.1,91,90,1,1,0,2,1,0,0,0,0,0,76,0,3,Matches
274,265,Memphis,"FW,MF",nl Netherlands,30-148,1994,4.7,155,112,40,6,3,0,31,2,23,11,9,0,108,3,9,Matches
275,266,Nuno Mendes,DF,pt Portugal,22-021,2002,4.7,365,324,41,12,0,4,12,29,0,0,0,0,322,0,4,Matches
276,267,Mikel Merino,"MF,FW",es Spain,28-018,1996,2.0,130,130,0,0,1,1,2,0,0,0,0,0,107,0,5,Matches
277,268,Valentin Mihaila,MF,ro Romania,24-159,2000,1.3,27,25,2,0,0,1,1,1,1,1,0,0,21,0,0,Matches
278,269,Srđan Mijailović,DF,rs Serbia,30-243,1993,0.8,25,20,5,0,0,0,3,5,0,0,0,0,14,0,0,Matches
279,270,Georges Mikautadze,FW,ge Georgia,23-253,2000,3.8,70,60,10,2,0,2,4,0,0,0,0,0,55,0,4,Matches
280,271,Nikola Milenković,DF,rs Serbia,26-272,1997,3.0,227,224,3,3,0,0,0,0,0,0,0,0,212,0,0,Matches
281,272,Sergej Milinković-Savić,MF,rs Serbia,29-134,1995,1.3,76,76,0,0,0,1,3,0,0,0,0,0,63,0,0,Matches
282,273,Mario Mitaj,DF,al Albania,20-339,2003,3.0,147,115,32,7,0,0,2,25,0,0,0,0,127,0,3,Matches
283,274,Aleksandar Mitrović,FW,rs Serbia,29-298,1994,2.7,53,47,6,1,0,0,0,0,0,0,0,0,38,0,1,Matches
284,275,Maximilian Mittelstädt,DF,de Germany,27-114,1997,3.4,217,197,18,2,0,0,24,16,0,0,0,0,182,2,2,Matches
286,276,Filip Mladenović,DF,rs Serbia,32-330,1991,1.2,61,45,16,1,0,0,8,14,1,0,1,0,44,0,2,Matches
287,277,Jan Mlakar,MF,si Slovenia,25-261,1998,3.3,62,62,0,0,2,0,1,0,0,0,0,0,37,0,2,Matches
288,278,Jakub Moder,MF,pl Poland,25-094,1999,2.0,119,112,6,5,0,0,3,0,0,0,0,0,94,1,2,Matches
289,279,Luka Modrić,MF,hr Croatia,38-305,1985,2.6,221,206,15,9,1,1,9,1,4,3,0,0,190,0,5,Matches
290,280,Vasile Mogos,DF,ro Romania,31-253,1992,0.4,6,3,3,0,0,0,0,3,0,0,0,0,6,0,0,Matches
291,281,Álvaro Morata,FW,es Spain,31-261,1992,4.2,90,83,7,0,0,0,2,0,0,0,0,0,63,0,2,Matches
292,282,Lewis Morgan,DF,sct Scotland,27-284,1996,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
293,283,Ernest Muçi,FW,al Albania,23-113,2001,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
294,284,Mykhailo Mudryk,"FW,MF",ua Ukraine,23-187,2001,1.9,52,46,6,2,2,0,10,0,4,3,0,0,36,0,2,Matches
295,285,Mert Müldür,"DF,MF",tr Türkiye,25-098,1999,3.8,167,144,23,1,1,1,5,22,0,0,0,0,130,0,3,Matches
296,286,Thomas Müller,"MF,FW",de Germany,34-301,1989,0.6,32,28,3,0,0,0,5,2,0,0,0,0,20,1,0,Matches
297,287,Jamal Musiala,FW,de Germany,21-135,2003,4.7,168,168,0,0,1,0,3,0,0,0,0,0,148,0,3,Matches
298,288,Phillipp Mwene,DF,at Austria,30-163,1994,2.2,109,94,15,1,0,0,10,14,0,0,0,0,91,0,3,Matches
299,289,Vitaliy Mykolenko,DF,ua Ukraine,25-042,1999,0.6,19,18,1,0,0,0,3,1,0,0,0,0,14,0,1,Matches
300,290,Joakim Mæhle,"DF,MF",dk Denmark,27-051,1997,3.1,157,137,19,0,0,0,10,19,0,0,0,0,129,1,2,Matches
301,291,Nacho,DF,es Spain,34-174,1990,2.8,132,116,16,11,0,0,0,2,0,0,0,0,124,0,1,Matches
302,292,Ádám Nagy,MF,hu Hungary,29-023,1995,1.8,74,69,5,1,0,1,1,1,0,0,0,0,59,0,2,Matches
303,293,Zsolt Nagy,DF,hu Hungary,31-046,1993,0.2,8,7,1,0,0,0,2,1,0,0,0,0,4,0,1,Matches
304,294,Jesús Navas,DF,es Spain,38-232,1985,1.7,71,56,15,2,0,1,9,13,0,0,0,0,56,0,2,Matches
305,295,Dan Ndoye,"MF,DF",ch Switzerland,23-259,2000,4.5,108,100,8,1,3,0,6,7,0,0,0,0,84,0,4,Matches
306,296,Pedro Neto,"DF,FW",pt Portugal,24-123,2000,1.3,89,85,4,1,1,0,11,2,1,1,0,0,70,0,2,Matches
307,297,Manuel Neuer,GK,de Germany,38-105,1986,5.3,145,117,28,9,0,0,0,1,0,0,0,0,123,0,0,Matches
308,298,João Neves,MF,pt Portugal,19-287,2004,0.9,74,72,2,1,0,0,1,0,0,0,0,0,68,0,2,Matches
309,299,Rúben Neves,MF,pt Portugal,27-119,1997,1.4,117,108,9,2,1,1,9,1,6,2,3,0,100,0,0,Matches
310,300,Florin Niță,GK,ro Romania,37-007,1987,4.0,148,82,66,19,0,0,0,0,0,0,0,0,87,0,0,Matches
312,301,Matheus Nunes,MF,pt Portugal,25-318,1998,0.2,18,18,0,0,0,0,1,0,0,0,0,0,16,0,0,Matches
313,302,Christian Nørgaard,MF,dk Denmark,30-122,1994,0.4,42,41,1,0,0,0,2,1,0,0,0,0,34,0,1,Matches
314,303,Adam Obert,DF,sk Slovakia,21-322,2002,0.3,27,22,5,1,0,1,1,4,0,0,0,0,22,0,2,Matches
315,304,Jan Oblak,GK,si Slovenia,31-185,1993,4.3,128,67,61,16,0,0,0,0,0,0,0,0,79,0,0,Matches
316,305,Darius Olaru,MF,ro Romania,26-129,1998,0.3,17,14,3,1,0,0,1,1,0,0,0,0,14,0,0,Matches
317,306,Dani Olmo,"MF,FW",es Spain,26-064,1998,3.8,154,150,2,2,3,1,2,0,0,0,0,0,125,2,4,Matches
318,307,Amadou Onana,MF,be Belgium,22-329,2001,4.0,240,233,6,6,1,0,0,0,0,0,0,0,216,1,1,Matches
319,308,Loïs Openda,FW,be Belgium,24-145,2000,0.8,7,7,0,0,0,0,2,0,0,0,0,0,3,0,0,Matches
320,309,Willi Orban,DF,hu Hungary,31-250,1992,3.0,138,134,3,2,0,0,0,1,0,0,0,0,118,1,3,Matches
321,310,Mikel Oyarzabal,FW,es Spain,27-080,1997,2.0,59,56,3,1,0,0,2,0,0,0,0,0,55,0,0,Matches
322,311,Salih Özcan,MF,tr Türkiye,26-181,1998,1.7,71,69,2,2,0,0,0,0,0,0,0,0,57,0,1,Matches
323,312,João Palhinha,MF,pt Portugal,29-001,1995,3.3,188,186,2,2,0,4,0,0,0,0,0,0,166,0,2,Matches
324,313,Cole Palmer,"MF,FW",eng England,22-065,2002,1.3,66,59,7,1,0,0,8,6,0,0,0,0,49,0,0,Matches
325,314,Mario Pašalić,"FW,MF",hr Croatia,29-152,1995,1.3,40,40,0,0,1,0,1,0,0,0,0,0,34,0,2,Matches
326,315,Strahinja Pavlović,DF,rs Serbia,23-047,2001,3.0,180,174,5,3,0,0,6,2,0,0,0,0,137,1,5,Matches
327,316,Pedri,MF,es Spain,21-228,2002,2.1,89,89,0,0,1,0,1,0,0,0,0,0,80,0,2,Matches
328,317,Peter Pekarík,DF,sk Slovakia,37-254,1986,4.2,121,95,26,0,0,0,5,26,0,0,0,0,107,0,3,Matches
329,318,Lorenzo Pellegrini,"FW,MF",it Italy,28-021,1996,2.4,107,101,6,2,1,0,6,0,4,1,2,0,91,0,2,Matches
330,319,Patrick Pentz,GK,at Austria,27-190,1997,4.0,148,125,23,8,0,0,0,0,0,0,0,0,120,0,0,Matches
331,320,Pepe,DF,pt Portugal,41-135,1983,4.5,405,392,11,7,0,3,0,0,0,0,0,0,379,2,0,Matches
332,321,Danilo Pereira,DF,pt Portugal,32-305,1991,1.0,87,86,1,1,0,0,0,0,0,0,0,0,83,0,0,Matches
333,322,Ayoze Pérez,FW,es Spain,30-347,1993,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
334,323,Ivan Perišić,"DF,FW",hr Croatia,35-159,1989,1.5,63,56,7,0,0,0,14,7,0,0,0,0,44,0,2,Matches
335,324,Bruno Petković,FW,hr Croatia,29-298,1994,1.0,20,18,2,0,0,0,0,0,0,0,0,0,16,0,0,Matches
336,325,Krzysztof Piątek,FW,pl Poland,29-009,1995,0.7,10,10,0,0,0,0,1,0,0,0,0,0,6,0,0,Matches
338,326,Jordan Pickford,GK,eng England,30-125,1994,5.7,239,191,48,12,0,0,0,0,0,0,0,0,180,0,0,Matches
339,327,Jakub Piotrowski,MF,pl Poland,26-280,1997,0.6,24,22,2,2,1,0,1,0,0,0,0,0,16,0,2,Matches
340,328,Marin Pongračić,DF,hr Croatia,26-303,1997,2.0,124,118,6,6,0,0,0,0,0,0,0,0,113,0,0,Matches
341,329,Ryan Porteous,DF,sct Scotland,25-107,1999,0.5,25,21,4,0,0,0,0,4,0,0,0,0,19,0,0,Matches
342,330,Stefan Posch,DF,at Austria,27-057,1997,4.0,215,172,43,3,2,0,13,40,0,0,0,0,159,0,10,Matches
343,331,Yussuf Poulsen,"FW,MF",dk Denmark,30-025,1994,0.6,20,20,0,0,0,0,1,0,0,0,0,0,12,0,1,Matches
344,332,Alexander Prass,DF,at Austria,23-045,2001,1.8,95,79,15,2,0,0,7,13,0,0,0,0,72,1,1,Matches
345,333,Lukáš Provod,MF,cz Czechia,27-261,1996,2.6,87,80,6,3,0,0,2,0,0,0,0,0,70,1,3,Matches
346,334,George Pușcaș,FW,ro Romania,28-093,1996,0.4,13,13,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
347,335,Leopold Querfeld,DF,at Austria,20-203,2003,0.3,9,5,4,2,0,0,0,0,0,0,0,0,7,0,0,Matches
348,336,Adrien Rabiot,MF,fr France,29-098,1995,4.1,236,225,11,7,0,1,3,3,0,0,0,0,216,0,2,Matches
349,337,Bogdan Racovitan,DF,ro Romania,24-034,2000,0.6,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0,Matches
350,338,Predrag Rajković,GK,rs Serbia,28-253,1995,3.0,103,78,24,7,0,0,0,0,0,0,0,0,68,1,0,Matches
351,339,Anthony Ralston,DF,sct Scotland,25-237,1998,2.9,95,85,10,1,0,1,9,9,0,0,0,0,67,0,5,Matches
352,340,Ylber Ramadani,MF,al Albania,28-089,1996,2.9,103,101,2,2,0,0,2,0,0,0,0,0,94,0,0,Matches
353,341,Gonçalo Ramos,FW,pt Portugal,23-020,2001,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
354,342,Giacomo Raspadori,FW,it Italy,24-143,2000,0.9,49,42,7,1,1,0,10,0,6,3,3,0,36,0,0,Matches
355,343,Andrei Ratiu,DF,ro Romania,26-020,1998,4.0,117,79,38,1,0,0,3,37,0,0,0,0,97,0,0,Matches
356,344,David Raum,DF,de Germany,26-079,1998,1.8,99,86,13,0,0,0,7,12,1,0,0,0,75,0,4,Matches
357,345,David Raya,GK,es Spain,28-299,1995,1.0,42,34,7,2,0,1,0,0,0,0,0,0,36,1,0,Matches
358,346,Tijjani Reijnders,MF,nl Netherlands,25-347,1998,4.5,223,220,2,2,3,1,1,0,0,0,0,0,207,1,3,Matches
359,347,Mateo Retegui,FW,it Italy,25-072,1999,1.7,19,18,1,0,1,0,0,0,0,0,0,0,10,0,0,Matches
360,348,Declan Rice,MF,eng England,25-178,1999,5.7,394,383,10,9,1,5,6,1,0,0,0,0,365,1,4,Matches
361,349,Fabian Rieder,MF,ch Switzerland,22-145,2002,2.4,89,78,10,2,2,0,14,1,7,7,0,0,62,1,1,Matches
362,350,Andrew Robertson,DF,sct Scotland,30-121,1994,3.0,120,90,30,13,0,0,13,16,1,1,0,0,91,0,5,Matches
364,351,Rodri,MF,es Spain,28-018,1996,5.3,406,397,7,6,0,4,0,1,0,0,0,0,379,2,1,Matches
365,352,Ricardo Rodríguez,DF,ch Switzerland,31-320,1992,5.3,250,229,20,5,1,2,10,14,1,0,1,0,214,1,1,Matches
366,353,Taras Romanchuk,MF,pl Poland,32-239,1991,0.6,14,14,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
367,354,Cristiano Ronaldo,FW,pt Portugal,39-156,1985,5.4,104,94,10,0,0,0,4,4,0,0,0,0,86,0,6,Matches
368,355,Antonio Rüdiger,DF,de Germany,31-129,1993,5.3,409,401,7,5,2,0,8,2,0,0,0,0,372,1,1,Matches
369,356,Fabián Ruiz Peña,MF,es Spain,28-098,1996,5.0,378,365,12,12,2,3,10,0,0,0,0,0,337,1,6,Matches
370,357,Adrian Rus,MF,ro Romania,28-114,1996,0.2,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
371,358,Marcel Sabitzer,"FW,MF",at Austria,30-115,1994,4.0,170,149,21,4,1,0,29,2,13,6,7,0,110,0,6,Matches
372,359,Bukayo Saka,"FW,DF",eng England,22-309,2001,5.0,222,209,13,2,0,0,19,9,0,0,0,0,186,0,4,Matches
373,360,Bartosz Salamon,DF,pl Poland,33-070,1991,0.9,33,23,10,0,0,0,0,0,0,0,0,0,28,0,0,Matches
374,361,William Saliba,DF,fr France,23-108,2001,6.3,360,345,15,4,0,0,0,1,0,0,0,0,346,0,0,Matches
375,362,Roland Sallai,MF,hu Hungary,27-049,1997,3.0,79,76,3,0,1,0,7,2,0,0,0,0,61,0,2,Matches
376,363,Lazar Samardzic,MF,rs Serbia,22-137,2002,0.6,21,18,3,0,0,2,4,0,3,2,1,0,16,0,0,Matches
377,364,Leroy Sané,FW,de Germany,28-181,1996,2.3,68,66,1,0,1,0,3,0,0,0,0,0,57,1,2,Matches
378,365,Leo Sauer,FW,sk Slovakia,18-207,2005,0.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
379,366,Gianluca Scamacca,FW,it Italy,25-191,1999,2.8,51,46,5,1,3,0,0,0,0,0,0,0,32,0,2,Matches
380,367,András Schäfer,MF,hu Hungary,25-088,1999,3.0,135,125,10,4,0,0,2,1,0,0,0,0,117,0,2,Matches
381,368,Fabian Schär,DF,ch Switzerland,32-203,1991,5.3,255,238,16,14,0,9,6,2,0,0,0,0,211,1,5,Matches
382,369,Patrik Schick,FW,cz Czechia,28-168,1996,1.4,33,33,0,0,0,0,2,0,0,0,0,0,21,0,2,Matches
383,370,Nico Schlotterbeck,DF,de Germany,24-222,1999,1.3,87,82,5,2,0,0,0,0,0,0,0,0,79,0,1,Matches
384,371,Kasper Schmeichel,GK,dk Denmark,37-248,1986,4.0,112,85,27,6,0,0,0,0,0,0,0,0,90,0,0,Matches
385,372,Romano Schmid,"FW,MF",at Austria,24-165,2000,1.6,73,67,6,2,1,0,7,0,4,1,2,0,56,0,2,Matches
386,373,Jerdy Schouten,MF,nl Netherlands,27-180,1997,4.6,272,266,6,6,0,1,1,0,0,0,0,0,249,0,1,Matches
387,374,Ivan Schranz,FW,sk Slovakia,30-301,1993,3.7,86,82,1,0,0,0,4,1,0,0,0,0,62,3,3,Matches
388,375,Taulant Seferi,FW,al Albania,27-238,1996,1.0,26,25,1,0,0,0,1,1,0,0,0,0,17,0,1,Matches
390,376,Nicolas Seiwald,MF,at Austria,23-067,2001,4.0,235,232,3,2,2,0,1,1,0,0,0,0,205,0,4,Matches
391,377,Nélson Semedo,DF,pt Portugal,30-237,1993,1.1,56,48,7,1,0,0,3,6,0,0,0,0,50,1,1,Matches
392,378,Benjamin Šeško,FW,si Slovenia,21-040,2003,4.0,71,70,0,0,0,0,1,0,0,0,0,0,43,1,3,Matches
393,379,Petr Ševčík,MF,cz Czechia,30-067,1994,0.2,26,26,0,0,0,0,0,0,0,0,0,0,20,0,1,Matches
394,380,Stephan El Shaarawy,FW,it Italy,31-257,1992,0.5,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
395,381,Lawrence Shankland,FW,sct Scotland,28-335,1995,0.3,11,11,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
396,382,Mykola Shaparenko,MF,ua Ukraine,25-280,1998,2.4,129,126,2,2,2,1,3,0,0,0,0,0,111,1,2,Matches
397,383,Xherdan Shaqiri,"MF,FW",ch Switzerland,32-274,1991,0.8,38,27,10,1,0,0,6,0,7,5,0,0,26,1,0,Matches
398,384,Luke Shaw,DF,eng England,28-364,1995,0.5,30,28,2,1,0,0,2,1,0,0,0,0,27,0,0,Matches
399,385,Vincent Sierro,MF,ch Switzerland,28-276,1995,0.4,25,24,1,0,0,0,1,0,1,0,1,0,15,0,1,Matches
400,386,António Silva,DF,pt Portugal,20-254,2003,0.8,66,64,2,0,0,0,0,2,0,0,0,0,59,0,0,Matches
401,387,Bernardo Silva,"FW,MF",pt Portugal,29-335,1994,4.7,267,247,18,4,0,1,11,6,8,2,0,0,239,2,5,Matches
402,388,Unai Simón,GK,es Spain,27-029,1997,5.3,204,166,37,6,0,0,0,0,0,0,0,0,155,1,1,Matches
403,389,Xavi Simons,"MF,FW",nl Netherlands,21-080,2003,4.1,144,139,2,1,0,1,6,0,1,1,0,0,118,3,3,Matches
404,390,Michał Skóraś,DF,pl Poland,24-146,2000,0.3,9,9,0,0,0,0,0,0,0,0,0,0,6,0,1,Matches
405,391,Łukasz Skorupski,GK,pl Poland,33-066,1991,1.0,29,14,15,2,0,0,0,0,0,0,0,0,24,0,0,Matches
406,392,Andreas Skov Olsen,"MF,FW",dk Denmark,24-194,1999,1.4,38,36,2,0,0,0,3,1,1,1,0,0,30,0,2,Matches
407,393,Milan Škriniar,DF,sk Slovakia,29-150,1995,4.3,282,263,18,14,0,3,0,0,0,0,0,0,257,1,0,Matches
408,394,Bartosz Slisz,MF,pl Poland,25-103,1999,1.2,43,43,0,0,0,0,0,0,0,0,0,0,35,0,0,Matches
409,395,Yann Sommer,GK,ch Switzerland,35-206,1988,5.3,167,142,24,6,0,0,0,0,0,0,0,0,138,1,0,Matches
410,396,Deian Sorescu,"MF,DF",ro Romania,26-316,1997,0.4,16,11,5,1,0,0,1,4,0,0,0,0,12,0,0,Matches
411,397,Borna Sosa,DF,hr Croatia,26-171,1998,0.1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
412,398,Tomáš Souček,MF,cz Czechia,29-134,1995,3.0,94,92,2,2,0,1,2,0,0,0,0,0,74,0,1,Matches
413,399,Andraž Šporar,FW,si Slovenia,30-134,1994,3.8,69,63,6,0,0,0,5,0,0,0,0,0,46,0,3,Matches
414,400,Nicolae Stanciu,"MF,FW",ro Romania,31-064,1993,3.9,113,100,13,5,0,3,8,0,5,1,0,0,83,0,5,Matches
416,401,Jindřich Staněk,GK,cz Czechia,28-074,1996,2.6,75,43,32,8,0,0,0,0,0,0,0,0,48,0,0,Matches
417,402,Josip Stanišić,DF,hr Croatia,24-099,2000,2.0,133,119,14,0,0,2,4,14,0,0,0,0,109,0,3,Matches
418,403,Renato Steffen,DF,ch Switzerland,32-250,1991,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
419,404,Taras Stepanenko,MF,ua Ukraine,34-337,1989,0.9,74,73,1,1,0,0,1,0,0,0,0,0,63,0,0,Matches
