,Player,Position,90s,TCmp,LFTP,LPrgP,Def_3rd,Mid_3rd,Att_3rd,Live,TOSucc,CaPrgC,PrgR,TOAtt,BTklInt,PTTB
118,Phil Foden,central midfield,20.5,0.03112769010043041,0.01059233449477352,0.01951219512195122,0.013971695272508279,0.0192601378901327,0.07114446529080674,0.03058541324520935,0.14634146341463414,0.0865323435843054,0.25152439024390244,0.15804878048780488,0.008907741251325558,0.016724738675958185
119,Seko Fofana,central midfield,34.1,0.032913575987579775,0.022957687473816504,0.021994134897360705,0.01752289924332935,0.03307810926204886,0.03838484096548612,0.029987150774690156,0.12976539589442815,0.08950656636491139,0.1281158357771261,0.1278592375366569,0.011985209741170469,0.012568077084206113
120,Youssouf Fofana,central midfield,34.3,0.02920253815812039,0.030820491461890885,0.03153988868274583,0.025339236223589964,0.03562345476618785,0.02443597219107423,0.02915778715000579,0.10058309037900875,0.06160476613005451,0.03881195335276968,0.10612244897959185,0.034731905184434024,0.02748854643898375
121,Adam Forshaw,central midfield,5.3,0.026104328523862373,0.03234501347708895,0.028301886792452827,0.029815979501514094,0.029420198428628773,0.02159651669085631,0.02599715451224138,0.11320754716981132,0.019688269073010665,0.024764150943396228,0.0830188679245283,0.026251025430680888,0.0
123,Davide Frattesi,central midfield,31.9,0.017967914438502673,0.01433049708911778,0.019521231119977202,0.021672665350826268,0.020123676763441987,0.026390161562575353,0.020639146087220946,0.07993730407523511,0.059697424015265094,0.055250783699059565,0.09278996865203762,0.02153468720185362,0.0161218092252575
124,Oscar Fraulo,central midfield,0.1,0.07058823529411765,0.0,0.0,0.07407407407407407,0.08206686930091185,0.07384615384615384,0.07764741050743593,0.75,0.0,0.0,0.4,0.0,0.0
125,Fred,central midfield,13.9,0.03138383410918324,0.026721479958890033,0.024852844996729885,0.044408917310595965,0.03168529006581969,0.03705589374654122,0.03417871039092797,0.06474820143884892,0.018767594619956206,0.06744604316546762,0.0920863309352518,0.041288708163903655,0.04316546762589927
126,Remo Freuler,central midfield,24.0,0.019529411764705882,0.01119047619047619,0.010227272727272727,0.037037037037037035,0.02040273556231003,0.012846153846153844,0.020473058814737315,0.01875,0.007608695652173913,0.008593749999999999,0.02,0.026086956521739132,0.0
127,Roberto Gagliardini,central midfield,8.7,0.0240973630831643,0.021018062397372743,0.020376175548589344,0.029799914857386124,0.02400167697306362,0.02652519893899204,0.024468559382964522,0.0,0.059970014992503755,0.04741379310344827,0.02298850574712644,0.019990004997501254,0.009852216748768473
128,Iñigo Ruiz de Galarreta,central midfield,27.2,0.02636678200692041,0.02184873949579832,0.02122326203208556,0.029956427015250545,0.029668782406579653,0.016764705882352942,0.024950874154310108,0.05238970588235294,0.01918158567774936,0.014476102941176471,0.05735294117647059,0.026854219948849106,0.015756302521008403
129,Conor Gallagher,central midfield,18.0,0.027686274509803918,0.021269841269841272,0.026515151515151512,0.027160493827160494,0.0267983789260385,0.04317948717948717,0.029803452656752112,0.09583333333333333,0.057971014492753624,0.10833333333333332,0.12,0.03333333333333333,0.004761904761904761
130,Idrissa Gana Gueye,central midfield,28.6,0.02529823118058412,0.022177822177822177,0.015575333757151937,0.0389363722697056,0.02847152847152847,0.015298547606239912,0.025685098848539548,0.04982517482517482,0.0246275463666768,0.012456293706293704,0.04895104895104895,0.04651869869261173,0.002997002997002996
131,Aleix García,central midfield,26.0,0.037194570135746605,0.033846153846153845,0.02727272727272727,0.03665716999050332,0.035176525602057515,0.03479289940828402,0.03414772955913379,0.0375,0.0411371237458194,0.0548076923076923,0.04,0.02274247491638796,0.00989010989010989
